id,text,sentiment
517,The meal was average; I've had better at cheaper places.,Neutral
518,The overall experience was mediocre at best.,Neutral
519,The live music added a lovely touch to the meal.,Positive
520,"The decor was fine, but nothing extraordinary.",Neutral
521,Everything from the appetizers to the main course was perfect!,Positive
522,"The restaurant was dirty, and the tableware was not clean.",Negative
523,I left the restaurant hungry because the portions were too small.,Negative
524,I left the restaurant hungry because the portions were too small.,Negative
525,Everything from the appetizers to the main course was perfect!,Positive
526,The overall experience was mediocre at best.,Neutral
527,I really enjoyed the dessert; it was the highlight of the evening.,Positive
528,"Food was served quickly, but the taste was just alright.",Neutral
529,The food was absolutely delicious and the service was excellent.,Positive
530,"The ambiance was too noisy, and it ruined the meal.",Negative
531,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
532,The overall experience was mediocre at best.,Neutral
533,The live music added a lovely touch to the meal.,Positive
534,The meal was average; I've had better at cheaper places.,Neutral
535,A fantastic experience overall! Highly recommend trying the steak.,Positive
536,The meal was average; I've had better at cheaper places.,Neutral
537,"The service was unacceptable, and I wouldn't recommend this place.",Negative
538,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
539,"The food was inedible, and I felt sick afterward.",Negative
540,"Food was served quickly, but the taste was just alright.",Neutral
541,It’s just a typical place to grab a bite—nothing memorable.,Neutral
542,The overall experience was mediocre at best.,Neutral
543,"The drinks were amazing, and the presentation was beautiful.",Positive
544,"The portions were generous, and the flavors were rich and satisfying.",Positive
545,"The service was unacceptable, and I wouldn't recommend this place.",Negative
546,I really enjoyed the dessert; it was the highlight of the evening.,Positive
547,"Service was neither bad nor great, just average.",Neutral
548,"The food was inedible, and I felt sick afterward.",Negative
549,I really enjoyed the dessert; it was the highlight of the evening.,Positive
550,"The food was inedible, and I felt sick afterward.",Negative
551,"The ambiance was too noisy, and it ruined the meal.",Negative
552,I left the restaurant hungry because the portions were too small.,Negative
553,It was worth every penny for such an incredible dining experience.,Positive
554,I left the restaurant hungry because the portions were too small.,Negative
555,"Service was neither bad nor great, just average.",Neutral
556,Completely overpriced for the quality of food served.,Negative
557,"Food was served quickly, but the taste was just alright.",Neutral
558,It’s just a typical place to grab a bite—nothing memorable.,Neutral
559,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
560,The staff ignored us for most of the evening.,Negative
561,"The drinks were amazing, and the presentation was beautiful.",Positive
562,The waitstaff was incredibly friendly and accommodating.,Positive
563,I left the restaurant hungry because the portions were too small.,Negative
564,The staff ignored us for most of the evening.,Negative
565,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
566,"It was okay, nothing too special about the experience.",Neutral
567,The live music added a lovely touch to the meal.,Positive
568,"The restaurant was dirty, and the tableware was not clean.",Negative
569,It was worth every penny for such an incredible dining experience.,Positive
570,The live music added a lovely touch to the meal.,Positive
571,"It was okay, nothing too special about the experience.",Neutral
572,"The service was unacceptable, and I wouldn't recommend this place.",Negative
573,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
574,It was worth every penny for such an incredible dining experience.,Positive
575,"Service was neither bad nor great, just average.",Neutral
576,The staff ignored us for most of the evening.,Negative
577,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
578,The overall experience was mediocre at best.,Neutral
579,"Service was neither bad nor great, just average.",Neutral
580,I left the restaurant hungry because the portions were too small.,Negative
581,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
582,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
583,I really enjoyed the dessert; it was the highlight of the evening.,Positive
584,A fantastic experience overall! Highly recommend trying the steak.,Positive
585,The meal was average; I've had better at cheaper places.,Neutral
586,"Terrible experience! The staff was rude, and the food was undercooked.",Negative
587,"The restaurant was crowded and a bit noisy, but the food was decent.",Neutral
588,"The food was inedible, and I felt sick afterward.",Negative
589,The food was absolutely delicious and the service was excellent.,Positive
590,"It was okay, nothing too special about the experience.",Neutral
591,"Service was neither bad nor great, just average.",Neutral
592,"The decor was fine, but nothing extraordinary.",Neutral
593,Everything from the appetizers to the main course was perfect!,Positive
594,The staff ignored us for most of the evening.,Negative
595,"The service was unacceptable, and I wouldn't recommend this place.",Negative
596,"The ambiance of the restaurant was cozy, and the staff was very attentive.",Positive
597,"The portions were generous, and the flavors were rich and satisfying.",Positive
598,"Prices were reasonable, but the quality was lacking.",Neutral
599,"The pasta was bland, and the portion sizes were disappointingly small.",Negative
600,"Prices were reasonable, but the quality was lacking.",Neutral
601,Everything from the appetizers to the main course was perfect!,Positive
602,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
603,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
604,"I had to wait over an hour for my food, and it was cold when it arrived.",Negative
605,"The chairs were uncomfortable, but the drinks were reasonably good.",Neutral
606,Completely overpriced for the quality of food served.,Negative
607,A fantastic experience overall! Highly recommend trying the steak.,Positive
608,"Service was neither bad nor great, just average.",Neutral
609,"The food was inedible, and I felt sick afterward.",Negative
